
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
8/8/2022 2:41:10 PM;;;;;;;
8/8/2022 2:41:40 PM;0;1;lm3front;lm1(RoofPiece_A);(-0.127, 0.000, -0.992);(-0.830, 0.000, 0.556);116.482
8/8/2022 2:41:42 PM;1;2;lm3front;lm2(Barn);(-0.369, 0.000, -0.929);(-0.923, 0.000, 0.376);90.504
8/8/2022 2:42:03 PM;2;3;lm3front;lm4(Fcapsule);(0.107, 0.000, 0.994);(0.077, 0.000, 0.987);1.683
8/8/2022 2:42:06 PM;3;4;lm3front;lm5(CobbleRock_E);(-0.489, 0.000, 0.872);(-0.209, 0.000, 0.960);17.029
8/8/2022 2:42:08 PM;4;5;lm3front;lm6(Struct_Pavilion_B);(-0.989, 0.000, 0.146);(-0.587, 0.000, 0.775);44.425
8/8/2022 2:42:15 PM;5;7;lm2front;lm1(RoofPiece_A);(0.951, 0.000, -0.298);(0.839, 0.000, -0.536);15.154
8/8/2022 2:42:20 PM;6;8;lm2front;lm3(Car);(0.421, 0.000, 0.906);(0.671, 0.000, 0.734);17.477
8/8/2022 2:42:24 PM;7;9;lm2front;lm4(Fcapsule);(0.294, 0.000, 0.956);(0.272, 0.000, 0.952);1.161
8/8/2022 2:42:30 PM;8;10;lm2front;lm5(CobbleRock_E);(-0.010, 0.000, 1.000);(-0.202, 0.000, 0.974);11.099
8/8/2022 2:42:33 PM;9;11;lm2front;lm6(Struct_Pavilion_B);(-0.395, 0.000, 0.919);(-0.539, 0.000, 0.833);9.591
8/8/2022 2:42:44 PM;10;13;lm6front;lm1(RoofPiece_A);(0.518, 0.000, -0.856);(0.965, 0.000, -0.262);43.626
8/8/2022 2:42:46 PM;11;14;lm6front;lm2(Barn);(0.393, 0.000, -0.920);(0.984, 0.000, -0.175);56.787
8/8/2022 2:42:54 PM;12;15;lm6front;lm3(Car);(0.985, 0.000, -0.165);(0.803, 0.000, 0.595);46.046
8/8/2022 2:42:56 PM;13;16;lm6front;lm4(Fcapsule);(0.898, 0.000, 0.440);(0.625, 0.000, 0.780);25.226
8/8/2022 2:42:59 PM;14;17;lm6front;lm5(CobbleRock_E);(0.553, 0.000, 0.833);(0.166, 0.000, 0.984);24.008
8/8/2022 2:43:04 PM;15;19;lm1front;lm2(Barn);(-0.902, 0.000, 0.423);(-0.951, 0.000, 0.305);7.364
8/8/2022 2:43:08 PM;16;20;lm1front;lm3(Car);(0.151, 0.000, 0.988);(0.003, 0.000, 0.997);8.530
8/8/2022 2:43:13 PM;17;21;lm1front;lm4(Fcapsule);(0.118, 0.000, 0.993);(-0.150, 0.000, 0.984);15.443
8/8/2022 2:43:19 PM;18;22;lm1front;lm5(CobbleRock_E);(-0.158, 0.000, 0.987);(-0.685, 0.000, 0.709);34.889
8/8/2022 2:43:22 PM;19;23;lm1front;lm6(Struct_Pavilion_B);(-0.526, 0.000, 0.850);(-0.933, 0.000, 0.341);38.173
8/8/2022 2:43:37 PM;20;25;lm4front;lm1(RoofPiece_A);(-0.134, 0.000, -0.991);(-0.222, 0.000, -0.970);5.153
8/8/2022 2:43:40 PM;21;26;lm4front;lm2(Barn);(-0.291, 0.000, -0.957);(-0.457, 0.000, -0.884);10.405
8/8/2022 2:43:44 PM;22;27;lm4front;lm3(Car);(-0.096, 0.000, -0.994);(-0.114, 0.000, -0.992);1.049
8/8/2022 2:43:47 PM;23;28;lm4front;lm5(CobbleRock_E);(-0.936, 0.000, 0.350);(-0.763, 0.000, 0.647);19.819
8/8/2022 2:43:50 PM;24;29;lm4front;lm6(Struct_Pavilion_B);(-0.909, 0.000, -0.416);(-0.961, 0.000, 0.250);39.174
8/8/2022 2:44:14 PM;25;31;lm5front;lm1(RoofPiece_A);(0.145, 0.000, -0.989);(0.462, 0.000, -0.885);19.253
8/8/2022 2:44:16 PM;26;32;lm5front;lm2(Barn);(0.013, 0.000, -1.000);(0.343, 0.000, -0.937);19.351
8/8/2022 2:44:20 PM;27;33;lm5front;lm3(Car);(0.470, 0.000, -0.882);(0.993, 0.000, -0.116);55.317
8/8/2022 2:44:31 PM;28;34;lm5front;lm4(Fcapsule);(0.905, 0.000, -0.426);(0.031, 0.000, -0.999);62.975
8/8/2022 2:44:35 PM;29;35;lm5front;lm6(Struct_Pavilion_B);(-0.580, 0.000, -0.814);(-0.869, 0.000, -0.411);29.185
